RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
65,68,Stephen Leaney,82,.412,30.491,14.281,16.207,74
66,67,Matt Kuchar,85,.410,29.085,26.172,2.918,71
67,66,Bill Haas,93,.408,33.440,34.926,-1.480,82
68,73,Daniel Chopra,106,.402,38.217,17.101,21.120,95
69,T60,Jay Williamson,50,.400,19.190,14.884,4.307,48
70,T71,Bob Estes,88,.380,30.437,-18.812,49.251,80
71,59,Bubba Watson,80,.372,24.578,18.976,5.600,66
72,74,Charles Howell III,89,.368,24.314,1.991,22.322,66
73,70,Shaun Micheel,91,.366,25.588,27.475,-1.885,70
74,86,Brian Gay,107,.356,34.537,-2.717,37.257,97
75,75,Jason Bohn,57,.348,18.469,28.287,-9.814,53
76,81,Mathew Goggin,97,.347,30.226,31.774,-1.542,87
77,78,Will MacKenzie,100,.342,31.155,46.919,-15.760,91
78,79,Stuart Appleby,74,.339,19.659,21.825,-2.167,58
79,80,Pat Perez,84,.330,21.451,15.571,5.879,65
80,76,Kevin Na,84,.321,25.053,-2.091,27.148,78
81,69,Woody Austin,95,.319,26.775,44.268,-17.491,84
82,82,Troy Matteson,87,.316,23.982,11.167,12.814,76
83,85,Charles Warren,101,.314,29.186,59.322,-30.135,93
84,84,Chris Riley,59,.305,15.555,1.200,14.355,51
85,77,Tom Lehman,62,.302,14.787,32.160,-17.371,49
86,96,J.P. Hayes,89,.295,23.607,23.746,-.135,80
87,87,Henrik Stenson,52,.288,10.353,-.429,10.782,36
88,83,George McNeill,95,.274,21.884,-17.034,38.921,80
89,89,Nathan Green,103,.263,22.877,1.939,20.938,87
90,91,Ryuji Imada,104,.260,23.135,-19.075,42.211,89
91,100,Nick Watney,87,.256,17.933,31.774,-13.842,70
92,98,Rich Beem,89,.254,17.804,15.936,1.869,70
93,90,Steve Allan,63,.244,13.404,-.838,14.243,55
94,93,Fred Funk,65,.211,11.189,-2.825,14.018,53
T95,88,Rocco Mediate,72,.208,13.936,16.669,-2.730,67
T95,94,Jason Gore,86,.208,16.213,8.424,7.790,78
97,95,Retief Goosen,50,.206,6.988,7.652,-.663,34
98,92,Johnson Wagner,97,.195,16.761,36.429,-19.663,86
99,97,Paul Goydos,60,.193,9.066,-8.333,17.396,47
T100,103,Kent Jones,97,.175,15.428,27.871,-12.441,88
T100,101,Steve Marino,106,.175,15.896,33.074,-17.178,91
T102,104,Jarrod Lyle,77,.170,11.380,1.394,9.985,67
T102,99,Nick O'Hern,72,.170,9.339,12.487,-3.145,55
104,102,Tommy Armour III,81,.157,10.799,9.508,1.290,69
105,105,Peter Lonard,85,.141,10.691,24.336,-13.638,76
106,113,Brett Wetterich,88,.134,9.359,46.675,-37.315,70
107,106,Brett Quigley,79,.128,8.092,8.434,-.340,63
T108,108,Chris DiMarco,79,.115,7.246,11.555,-4.306,63
T108,110,Tim Petrovic,106,.115,10.933,-16.643,27.579,95
110,116,Michael Allen,74,.094,5.985,8.251,-2.264,64
111,109,Frank Lickliter II,95,.088,7.501,-11.828,19.332,85
112,118,Bob Heintz,85,.078,5.630,-10.297,15.929,72
113,107,Cliff Kresge,107,.074,7.417,-2.128,9.545,100
114,114,Kevin Sutherland,85,.059,4.085,5.680,-1.592,69
115,117,Davis Love III,66,.048,2.522,17.881,-15.357,53
116,126,Michael Sim,52,.040,2.005,-12.901,14.908,50
117,125,Jeff Gove,103,.038,3.557,76.342,-72.786,94
118,128,Craig Barlow,52,.024,1.075,12.225,-11.149,44
119,111,Robert Garrigus,95,.018,1.556,6.907,-5.347,86
120,127,Craig Kanada,109,.011,1.050,-.116,1.165,94
121,122,Steve Flesch,100,.007,.660,22.642,-21.981,90
122,115,John Mallinger,96,.000,-.015,-5.953,5.938,87
123,135,Mathias Grönberg,95,-.003,-.266,.088,-.352,88
T124,112,Craig Bowden,78,-.004,-.246,-17.314,17.071,67
T124,119,Marco Dawson,73,-.004,-.249,-6.962,6.711,65
126,121,Jason Dufner,100,-.012,-1.075,6.674,-7.744,87
127,133,Joe Durant,88,-.021,-1.557,64.225,-65.779,73
128,129,John Merrick,92,-.025,-2.002,31.166,-33.164,81
129,130,D.J. Trahan,99,-.029,-2.580,47.696,-50.275,90
130,131,Charley Hoffman,97,-.034,-2.856,-15.553,12.698,83
131,124,Ryan Armour,107,-.036,-3.391,-15.514,12.125,94
132,123,Jeff Quinney,95,-.037,-3.215,-8.950,5.737,86
133,132,José Coceres,50,-.038,-1.589,10.288,-11.873,42
134,137,Chris Stroud,66,-.041,-2.319,2.554,-4.871,56
135,120,Jeff Maggert,79,-.047,-3.652,1.461,-5.112,78
136,136,Shigeki Maruyama,84,-.065,-5.213,-36.853,31.642,80
137,148,Tag Ridings,52,-.069,-3.090,-30.322,27.232,45
138,138,Anders Hansen,55,-.089,-3.021,2.971,-5.989,34
139,134,Craig Lile,77,-.108,-7.420,-40.817,33.398,69
140,140,Ted Purdy,102,-.170,-14.756,17.426,-32.178,87
T141,150,Glen Day,85,-.175,-13.088,-17.823,4.736,75
T141,141,Michael Putnam,96,-.175,-14.007,-.729,-13.276,80
143,142,Corey Pavin,81,-.178,-12.664,-34.576,21.915,71
144,139,Ryan Palmer,91,-.194,-15.872,-24.236,8.366,82
145,154,Steve Lowery,74,-.230,-15.862,-9.946,-5.916,69
146,146,Chad Campbell,96,-.237,-17.304,17.541,-34.843,73
147,143,Billy Andrade,88,-.241,-19.067,-8.462,-10.603,79
148,153,Duffy Waldorf,69,-.250,-14.776,-1.864,-12.909,59
149,144,Andrew Buckle,77,-.265,-17.737,-28.543,10.806,67
150,149,Mark Hensby,81,-.267,-19.202,-33.857,14.658,72
151,151,Brendon de Jonge,76,-.271,-17.855,-12.381,-5.473,66
152,156,Joey Sindelar,75,-.273,-18.305,-11.486,-6.817,67
153,147,Gavin Coles,87,-.286,-22.033,-48.209,26.177,77
154,152,Dicky Pride,71,-.322,-19.663,-38.404,18.742,61
155,145,Bob Tway,103,-.329,-28.941,-43.005,14.064,88
156,161,J.B. Holmes,71,-.336,-21.515,14.257,-35.772,64
157,155,Doug LaBelle II,104,-.338,-30.759,-29.127,-1.631,91
158,159,Parker McLachlin,83,-.344,-25.080,-55.697,30.617,73
159,157,Paul Stankowski,52,-.349,-14.664,-7.969,-6.693,42
160,158,Daisuke Maruyama,86,-.385,-29.257,-9.107,-20.148,76
161,160,Richard Johnson,93,-.398,-33.410,-53.569,20.162,84
162,168,Robert Gamez,88,-.413,-31.368,-14.989,-16.376,76
163,165,Rich Barcelo,80,-.422,-29.522,-60.003,30.483,70
164,162,Harrison Frazar,88,-.429,-31.291,.774,-32.060,73
165,163,José María Olazábal,52,-.464,-17.179,-34.973,17.793,37
166,164,Jason Schultz,63,-.474,-25.105,-26.258,1.153,53
167,167,D.J. Brigman,67,-.490,-26.446,-25.047,-1.402,54
168,169,Tripp Isenhour,86,-.514,-37.549,-49.299,11.754,73
169,170,Kirk Triplett,77,-.584,-39.743,.713,-40.454,68
170,166,Lee Janzen,66,-.609,-31.643,-19.884,-11.758,52
171,T172,Chris Couch,76,-.616,-44.972,-35.093,-9.875,73
172,175,Jeff Brehaut,59,-.647,-31.702,-19.431,-12.270,49
173,174,Jeff Sluman,60,-.648,-27.224,-14.071,-13.151,42
174,T172,Darron Stiles,65,-.649,-34.418,19.494,-53.911,53
175,184,Kevin Stadler,95,-.700,-54.632,3.861,-58.488,78
176,171,Chris Tidland,59,-.706,-35.994,-63.902,27.907,51
177,178,Mark Brooks,53,-.712,-29.185,-20.515,-8.668,41
178,176,Eric Axley,107,-.726,-68.228,-73.731,5.504,94
179,179,Brian Bateman,55,-.739,-32.521,-29.055,-3.464,44
180,180,Ben Curtis,80,-.749,-47.926,-35.895,-12.027,64
181,183,Kyle Reifers,71,-.764,-48.139,-27.826,-20.313,63
182,181,John Daly,59,-.775,-37.992,-23.419,-14.570,49
183,182,Tom Johnson,74,-.815,-51.371,-27.940,-23.429,63
184,185,Scott Gutschewski,67,-.837,-48.517,-50.254,1.740,58
185,186,Tom Byrum,50,-.842,-34.521,-31.356,-3.165,41
186,187,Michael Boyd,61,-.861,-44.751,-48.512,3.760,52
187,177,Steve Wheatcroft,73,-.879,-53.634,-44.293,-9.336,61
188,188,Greg Owen,81,-.915,-64.018,-4.636,-59.382,70
189,189,Paul Gow,70,-.985,-56.138,-39.351,-16.785,57
190,190,David Branshaw,83,-1.044,-78.298,-49.620,-28.675,75
191,191,Jaco Van Zyl,51,-1.141,-50.182,-31.795,-18.386,44
192,192,Matt Hendrix,63,-1.217,-66.934,-48.305,-18.628,55
193,196,Bryce Molder,56,-1.443,-70.714,-79.830,9.118,49
194,193,Jim Rutledge,59,-1.466,-67.447,-47.914,-19.531,46
195,195,Todd Hamilton,76,-1.554,-90.111,-91.940,1.828,58
196,194,Bubba Dickerson,51,-1.630,-70.088,-41.715,-28.372,43
