RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
105,109,Ryan Moore,89,.097,.260,.017,-.180,75
106,107,Brandt Snedeker,81,.063,-.037,.030,.069,65
107,118,Kris Blanks,60,.062,.154,.284,-.375,47
108,110,Ken Duke,87,.060,-.077,-.040,.177,71
109,T119,Jeff Maggert,79,.053,.447,-.192,-.201,73
110,T119,Tim Herron,87,.040,.067,-.243,.216,81
111,114,Lee Janzen,74,.023,-.331,.184,.170,61
112,116,Billy Mayfair,83,.020,.020,-.010,.010,69
113,111,Cameron Beckman,87,.018,-.191,.283,-.074,75
114,124,John Rollins,92,.012,.618,-.449,-.157,79
115,123,Jason Gore,74,.000,.326,-.163,-.163,62
116,113,Harrison Frazar,93,-.012,-.056,.089,-.045,84
117,122,Brendon de Jonge,90,-.019,.134,.034,-.187,79
118,115,Ted Purdy,101,-.029,.421,-.220,-.231,89
119,112,Casey Wittenberg,71,-.030,-.132,-.056,.158,54
120,117,Cliff Kresge,78,-.040,-.108,.047,.020,67
T121,T127,Chez Reavie,81,-.047,-.203,-.109,.265,70
T121,126,Jeff Overton,92,-.047,-.017,-.056,.026,76
123,T127,Tom Pernice Jr.,82,-.048,-.245,.006,.192,75
124,129,Stewart Cink,79,-.054,.098,-.041,-.110,59
125,131,Jimmy Walker,74,-.067,-.574,.263,.244,64
126,130,Pat Perez,74,-.090,-.074,-.129,.113,62
127,133,Brian Gay,96,-.095,-.322,-.032,.259,82
128,132,Martin Laird,72,-.109,.538,-.509,-.138,62
129,121,Freddie Jacobson,83,-.122,-.334,-.069,.282,73
130,137,Jeff Klauk,97,-.153,-.016,-.243,.105,88
131,136,James Nitties,86,-.156,.262,-.512,.095,76
132,134,Charlie Wi,92,-.160,-.167,-.036,.044,79
133,135,Jarrod Lyle,65,-.168,.159,-.601,.274,50
134,138,Scott McCarron,91,-.176,.259,-.485,.050,81
135,144,Johnson Wagner,81,-.179,-.197,.090,-.072,74
136,125,Matt Jones,56,-.202,-.234,-.078,.110,45
137,140,Bryce Molder,69,-.214,-.321,-.005,.112,54
138,139,Mark Calcavecchia,72,-.216,-.095,-.070,-.051,62
139,148,Rich Beem,77,-.227,.101,-.019,-.309,58
140,143,Spencer Levin,75,-.244,-.493,.196,.053,67
141,141,Andres Romero,58,-.247,.370,-.521,-.096,43
142,142,John Merrick,91,-.248,.162,-.082,-.328,68
143,147,Greg Chalmers,85,-.289,-.221,-.186,.118,71
144,145,Daniel Chopra,89,-.319,-.022,-.345,.047,83
145,149,Dean Wilson,81,-.331,-.957,.369,.257,70
146,146,Glen Day,79,-.335,-.139,-.263,.067,64
147,150,Bart Bryant,58,-.365,-.106,-.033,-.226,52
148,151,Vaughn Taylor,88,-.376,-.188,-.004,-.183,79
149,155,Webb Simpson,94,-.380,-.297,-.223,.139,87
150,158,Jeff Quinney,78,-.450,-.563,.064,.049,71
151,159,Joe Ogilvie,85,-.455,-.218,-.287,.050,77
152,156,Ryuji Imada,85,-.457,-.583,-.252,.378,69
153,152,Peter Tomasulo,61,-.467,.249,-.573,-.143,46
154,154,Peter Lonard,86,-.469,-.166,-.269,-.034,77
155,157,Nathan Green,104,-.472,-.407,-.153,.089,92
156,153,Corey Pavin,73,-.478,-.974,.170,.326,54
157,161,Ben Curtis,63,-.515,.154,-.642,-.028,47
158,160,Brad Adamonis,70,-.537,-.339,-.379,.181,61
159,170,Kent Jones,73,-.539,.004,-.462,-.080,61
160,166,Ryan Palmer,78,-.561,-.143,-.150,-.268,70
161,162,Matt Bettencourt,98,-.570,-.046,-.267,-.257,87
162,164,Bob Heintz,59,-.581,-.326,-.335,.081,51
163,167,Steve Lowery,83,-.601,.185,-.314,-.473,77
164,168,Todd Hamilton,83,-.612,.055,-.512,-.155,64
165,169,David Mathis,82,-.666,-.266,-.286,-.114,69
166,165,Aron Price,89,-.676,-.456,-.056,-.165,77
167,176,Rick Price,54,-.711,-.154,-.168,-.390,41
168,171,Richard Johnson,85,-.737,-.503,-.080,-.154,74
169,173,Gary Woodland,53,-.744,-.203,-.021,-.520,37
170,172,Brian Vranesh,51,-.752,.060,-.630,-.182,43
171,174,Aaron Baddeley,66,-.755,-.459,-.507,.212,58
172,175,Mark Brooks,55,-.771,-.490,-.277,-.004,40
173,177,Colt Knost,71,-.877,-.012,-.562,-.304,56
174,178,Carl Pettersson,86,-.893,-.326,-.423,-.143,74
175,179,Greg Kraft,51,-1.038,-.581,.016,-.474,41
176,180,Derek Fathauer,63,-1.085,-.350,-.568,-.167,51
177,181,Marc Turnesa,77,-1.203,-.237,-.616,-.350,71
178,182,Brian Bateman,55,-1.352,-.640,-.486,-.226,48
179,183,Leif Olson,51,-1.376,-.599,-.399,-.378,43
180,184,Brendon Todd,53,-1.447,-.792,-.710,.055,47
181,185,David Duval,56,-1.602,-1.330,-.266,-.006,44
182,186,Parker McLachlin,71,-1.760,-1.036,-.976,.252,67
183,187,Eric Axley,71,-2.498,-1.441,-.804,-.253,59
184,188,Brad Faxon,59,-2.705,-1.030,-1.428,-.246,52
