RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS
88,89,Kyle Stanley,92,.041,3.263,79
T89,T90,Will Wilcox,67,.040,2.289,57
T89,T90,Ken Duke,58,.040,1.903,48
91,92,Charles Howell III,91,.039,3.083,79
92,94,Will MacKenzie,84,.032,2.080,66
93,95,Johnson Wagner,86,.030,2.295,76
94,T101,Justin Thomas,99,.029,2.193,75
95,96,Anirban Lahiri,72,.025,1.205,48
T96,T97,Henrik Norlander,71,.023,1.210,53
T96,T97,Vijay Singh,72,.023,1.498,65
98,99,Blayne Barber,84,.018,1.364,74
99,100,Michael Thompson,71,.015,.812,54
100,T101,Jerry Kelly,76,.013,.795,60
101,103,Hiroshi Iwata,85,.012,.830,67
102,104,Fabián Gómez,82,.009,.662,73
103,105,Steve Wheatcroft,85,.008,.557,70
104,106,Shawn Stefani,91,.003,.236,77
105,108,Andrew Loupe,75,-.005,-.307,67
106,109,Michael Kim,100,-.006,-.547,86
107,110,Sung Kang,89,-.009,-.629,73
108,111,Dawie van der Walt,72,-.013,-.713,56
109,112,Wes Roach,59,-.015,-.651,43
110,113,Smylie Kaufman,91,-.022,-1.572,72
111,T114,Abraham Ancer,51,-.024,-.897,38
112,116,Chesson Hadley,81,-.031,-2.080,67
113,117,Matt Jones,83,-.039,-2.463,63
114,118,Stewart Cink,61,-.049,-2.410,49
115,119,Jeff Overton,69,-.054,-3.116,58
116,107,Brandt Snedeker,93,-.059,-4.400,75
117,120,Ben Crane,80,-.063,-4.146,66
118,121,Rhein Gibson,58,-.067,-2.948,44
119,122,Zac Blair,99,-.068,-5.471,81
120,123,Chris Stroud,82,-.069,-4.785,69
121,124,Morgan Hoffmann,71,-.070,-4.117,59
122,125,Geoff Ogilvy,63,-.081,-4.040,50
T123,T126,Kelly Kraft,63,-.093,-4.202,45
T123,T126,Jonas Blixt,79,-.093,-6.327,68
125,128,Brian Stuard,66,-.100,-6.022,60
126,129,Ángel Cabrera,62,-.106,-5.213,49
127,130,Ryan Moore,86,-.112,-7.273,65
128,131,Vaughn Taylor,72,-.113,-7.541,67
129,132,Tyler Aldridge,83,-.115,-7.678,67
130,133,Hunter Mahan,61,-.118,-5.906,50
131,134,Daniel Summerhays,99,-.126,-9.989,79
132,135,Graeme McDowell,63,-.129,-5.795,45
133,136,Mark Hubbard,101,-.143,-11.849,83
134,T114,Phil Mickelson,75,-.145,-8.581,59
135,137,Stuart Appleby,71,-.173,-11.432,66
136,138,Martin Laird,82,-.178,-12.652,71
137,139,Bryce Molder,80,-.181,-12.118,67
138,140,Sam Saunders,69,-.191,-9.738,51
139,141,Billy Hurley III,66,-.206,-12.141,59
140,142,Dicky Pride,55,-.212,-8.688,41
141,143,Andres Gonzales,80,-.222,-14.183,64
142,144,Freddie Jacobson,86,-.223,-16.044,72
143,145,Brendon de Jonge,83,-.229,-14.917,65
144,146,Jim Furyk,52,-.234,-10.302,44
145,147,Harris English,97,-.236,-17.209,73
146,148,Jason Bohn,67,-.259,-15.280,59
147,149,Zach Johnson,90,-.269,-19.663,73
T148,T151,Alex Cejka,71,-.292,-14.899,51
T148,T151,Padraig Harrington,54,-.292,-12.868,44
150,153,J.J. Henry,68,-.293,-17.881,61
151,154,Colt Knost,90,-.294,-20.905,71
T152,T155,David Hearn,95,-.303,-24.817,82
T152,T155,Troy Merritt,77,-.303,-19.720,65
154,157,Tom Hoge,81,-.315,-19.851,63
155,158,K.J. Choi,73,-.317,-21.211,67
156,150,Kevin Na,96,-.322,-22.249,69
157,159,Patton Kizzire,93,-.340,-25.497,75
158,160,Cameron Smith,73,-.357,-16.439,46
159,161,Aaron Baddeley,93,-.366,-27.423,75
160,162,Retief Goosen,55,-.385,-18.502,48
161,163,David Toms,62,-.390,-21.071,54
162,164,Tyrone Van Aswegen,105,-.393,-34.541,88
163,165,George McNeill,51,-.415,-19.096,46
164,166,Steve Stricker,53,-.440,-19.781,45
165,167,Cameron Tringale,81,-.443,-31.003,70
166,168,Martin Piller,59,-.444,-20.886,47
167,169,Carlos Ortiz,79,-.452,-27.586,61
168,170,Tim Wilkinson,72,-.459,-22.961,50
169,171,D.A. Points,55,-.492,-19.174,39
170,172,Erik Compton,65,-.495,-25.252,51
171,173,Mark Wilson,66,-.501,-27.575,55
172,174,D.H. Lee,61,-.510,-23.476,46
173,175,Ricky Barnes,97,-.518,-41.416,80
T174,T176,Derek Fathauer,94,-.538,-40.869,76
T174,T176,Peter Malnati,85,-.538,-39.776,74
176,178,Chad Collins,73,-.629,-40.286,64
177,179,Robert Allenby,51,-.631,-25.881,41
178,180,Seung-Yul Noh,85,-.637,-43.950,69
179,181,Jon Curran,99,-.659,-55.348,84
180,182,Luke Donald,81,-.665,-39.217,59
181,183,Camilo Villegas,83,-.764,-54.246,71
182,184,Rob Oppenheim,67,-.779,-39.712,51
183,185,Luke Guthrie,57,-.819,-36.850,45
184,187,Brendon Todd,66,-1.043,-56.310,54
185,188,Steven Bowditch,71,-1.616,-88.897,55
